ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,bid_px_01,bid_sz_01,bid_ct_01,bid_px_02,bid_sz_02,bid_ct_02,bid_px_03,bid_sz_03,bid_ct_03,bid_px_04,bid_sz_04,bid_ct_04,bid_px_05,bid_sz_05,bid_ct_05,bid_px_06,bid_sz_06,bid_ct_06,bid_px_07,bid_sz_07,bid_ct_07,bid_px_08,bid_sz_08,bid_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_00,ask_sz_00,ask_ct_00,ask_px_01,ask_sz_01,ask_ct_01,ask_px_02,ask_sz_02,ask_ct_02,ask_px_03,ask_sz_03,ask_ct_03,ask_px_04,ask_sz_04,ask_ct_04,ask_px_05,ask_sz_05,ask_ct_05,ask_px_06,ask_sz_06,ask_ct_06,ask_px_07,ask_sz_07,ask_ct_07,ask_px_08,ask_sz_08,ask_ct_08,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2025-07-17T11:00:08.255140498Z,2025-07-17T11:00:08.254975294Z,10,2,1108,C,A,10,17.440000000,100,12983425,165204,10676310,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.255150459Z,2025-07-17T11:00:08.254985173Z,10,2,1108,A,A,10,18.920000000,100,12985397,165286,10676311,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.255312226Z,2025-07-17T11:00:08.255147130Z,10,2,1108,C,A,10,17.360000000,100,12983429,165096,10676314,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.92,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.255320414Z,2025-07-17T11:00:08.255155317Z,10,2,1108,A,A,10,18.840000000,100,12985401,165097,10676315,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.92,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.256027692Z,2025-07-17T11:00:08.255862656Z,10,2,1108,C,A,10,18.920000000,100,12985397,165036,10676320,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.256037075Z,2025-07-17T11:00:08.255871843Z,10,2,1108,A,A,10,20.620000000,100,12985405,165232,10676321,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,,,,ARL,0
2025-07-17T11:00:08.256333906Z,2025-07-17T11:00:08.256168895Z,10,2,1108,C,A,10,18.840000000,100,12985401,165011,10676324,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,ARL,0
2025-07-17T11:00:08.256340615Z,2025-07-17T11:00:08.256175346Z,10,2,1108,A,A,10,20.530000000,100,12985413,165269,10676325,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,,,,ARL,0
2025-07-17T11:00:08.257050282Z,2025-07-17T11:00:08.256885010Z,10,2,1108,C,A,10,20.620000000,100,12985405,165272,10676333,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,ARL,0
2025-07-17T11:00:08.257058070Z,2025-07-17T11:00:08.256892686Z,10,2,1108,A,A,10,21.470000000,100,12985417,165384,10676334,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-1,,,,,,,ARL,0
2025-07-17T11:00:08.257234812Z,2025-07-17T11:00:08.257069458Z,10,2,1108,C,A,10,20.530000000,100,12985413,165354,10676335,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-2,,,,,,,ARL,0
2025-07-17T11:00:08.257241334Z,2025-07-17T11:00:08.257076085Z,10,2,1108,A,A,10,21.470000000,100,12985421,165249,10676336,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-2,,,,,,,ARL,0
2025-07-17T11:01:05.260586668Z,2025-07-17T11:01:05.260421351Z,10,2,1108,C,A,10,21.470000000,100,12985417,165317,10824633,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:01:05.260611137Z,2025-07-17T11:01:05.260445703Z,10,2,1108,A,A,10,17.440000000,100,13174157,165434,10824634,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:01:05.260858436Z,2025-07-17T11:01:05.260693130Z,10,2,1108,C,A,10,21.470000000,100,12985421,165306,10824635,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:01:05.260874630Z,2025-07-17T11:01:05.260709480Z,10,2,1108,A,A,10,17.360000000,100,13174161,165150,10824636,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-1,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:26.691626843Z,2025-07-17T11:56:26.691461161Z,10,2,1108,C,B,10,9.790000000,100,12852457,165682,14213017,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:26.691630539Z,2025-07-17T11:56:26.691465204Z,10,2,1108,C,A,10,17.440000000,100,13174157,165335,14213018,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:26.694933250Z,2025-07-17T11:56:26.694767820Z,10,2,1108,A,B,10,9.790000000,100,19202569,165430,14213075,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:26.694937361Z,2025-07-17T11:56:26.694772016Z,10,2,1108,A,A,10,17.440000000,100,19202573,165345,14213076,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-2,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:30.446102409Z,2025-07-17T11:56:30.445937099Z,10,2,1108,C,A,10,17.440000000,100,19202573,165310,14219824,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-3,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:30.446117449Z,2025-07-17T11:56:30.445951937Z,10,2,1108,A,A,10,17.930000000,100,19218909,165512,14219825,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-3,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,,,,ARL,0
2025-07-17T11:56:30.446231965Z,2025-07-17T11:56:30.446066952Z,10,2,1108,C,A,10,17.930000000,100,19218909,165013,14219826,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-3,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,ARL,0
2025-07-17T11:56:30.446250148Z,2025-07-17T11:56:30.446084801Z,10,2,1108,A,A,10,17.440000000,100,19218913,165347,14219827,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-3,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,ARL,0
2025-07-17T11:56:30.446357192Z,2025-07-17T11:56:30.446191769Z,10,2,1108,C,A,10,17.360000000,100,13174161,165423,14219828,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-4,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,ARL,0
2025-07-17T11:56:30.446379036Z,2025-07-17T11:56:30.446213519Z,10,2,1108,A,A,10,17.850000000,100,19218917,165517,14219829,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-4,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,,,,ARL,0
2025-07-17T11:56:30.446543637Z,2025-07-17T11:56:30.446378732Z,10,2,1108,C,A,10,17.850000000,100,19218917,164905,14219830,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T11:56:30.446723646Z,2025-07-17T11:56:30.446558412Z,10,2,1108,A,A,10,17.360000000,100,19218921,165234,14219831,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-2,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T11:57:30.222987797Z,2025-07-17T11:57:30.222822537Z,10,2,1108,C,B,10,9.840000000,100,12852537,165260,14325877,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T11:57:30.222988778Z,2025-07-17T11:57:30.222823580Z,10,2,1108,C,A,10,17.360000000,100,19218921,165198,14325878,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T11:57:30.224151967Z,2025-07-17T11:57:30.223986626Z,10,2,1108,A,B,10,9.840000000,100,19346173,165341,14325937,9.84,100,1,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T11:57:30.224156146Z,2025-07-17T11:57:30.223991040Z,10,2,1108,A,A,10,17.360000000,100,19346177,165106,14325938,9.84,100,1,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:01.318008785Z,2025-07-17T12:30:01.317842911Z,10,2,1108,A,A,10,20.480000000,100,23570297,165874,16864046,9.84,100,1,9.79,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:03.426465857Z,2025-07-17T12:30:03.426300621Z,10,2,1108,A,B,10,7.740000000,100,23616197,165236,16882670,9.84,100,1,9.79,100,1,7.74,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:03.426466862Z,2025-07-17T12:30:03.426301523Z,10,2,1108,A,A,10,20.480000000,100,23616201,165339,16882671,9.84,100,1,9.79,100,1,7.74,100,1,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:03.604699168Z,2025-07-17T12:30:03.604533925Z,10,2,1108,A,B,10,7.740000000,100,23622101,165243,16886020,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:51.178394233Z,2025-07-17T12:30:51.178228608Z,10,2,1108,A,A,10,20.480000000,100,24099409,165625,17120703,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T12:30:51.643125167Z,2025-07-17T12:30:51.642959794Z,10,2,1108,A,B,10,7.740000000,100,24102329,165373,17122998,9.84,100,1,9.79,100,1,7.74,300,3,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:00.032611736Z,2025-07-17T13:15:00.032446132Z,10,2,1108,C,A,10,17.440000000,100,19218913,165604,23080007,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:00.032651211Z,2025-07-17T13:15:00.032483824Z,10,2,1108,C,B,10,9.790000000,100,19202569,167387,23080041,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:00.058480238Z,2025-07-17T13:15:00.058314138Z,10,2,1108,C,A,10,17.360000000,100,19346177,166100,23101369,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:00.058537384Z,2025-07-17T13:15:00.058371545Z,10,2,1108,C,B,10,9.840000000,100,19346173,165839,23101396,9.84,100,1,9.79,100,1,7.74,200,2,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:01.925239044Z,2025-07-17T13:15:01.925073727Z,10,2,1108,A,B,10,7.740000000,100,31960841,165317,23123943,9.84,100,1,9.79,100,1,7.74,300,3,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:15:02.042906947Z,2025-07-17T13:15:02.042741730Z,10,2,1108,A,A,10,20.480000000,100,31962113,165217,23124563,9.84,100,1,9.79,100,1,7.74,300,3,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:17:49.831329888Z,2025-07-17T13:17:49.831164624Z,10,2,1108,A,B,10,7.740000000,100,33574717,165264,23465434,9.84,100,1,9.79,100,1,7.74,400,4,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:17:49.831709365Z,2025-07-17T13:17:49.831544051Z,10,2,1108,A,A,10,20.480000000,100,33574725,165314,23465435,9.84,100,1,9.79,100,1,7.74,400,4,5.90,100,1,5.51,100,1,,,,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:19:57.597368321Z,2025-07-17T13:19:57.597203040Z,10,2,1108,A,B,10,8.740000000,100,34790041,165281,23710201,9.84,100,1,9.79,100,1,8.74,100,1,7.74,400,4,5.90,100,1,5.51,100,1,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:19:57.597456270Z,2025-07-17T13:19:57.597291053Z,10,2,1108,A,A,10,18.350000000,100,34790045,165217,23710202,9.84,100,1,9.79,100,1,8.74,100,1,7.74,400,4,5.90,100,1,5.51,100,1,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
2025-07-17T13:19:58.492785060Z,2025-07-17T13:19:58.492619751Z,10,2,1108,A,A,10,18.240000000,100,34810233,165309,23728432,9.84,100,1,9.79,100,1,8.74,100,1,7.74,400,4,5.90,100,1,5.51,100,1,,,,,,,,,,,,,17.36,0,-3,17.44,0,-4,17.85,0,-1,17.93,0,-1,18.84,0,-1,18.92,0,-1,20.53,0,-1,20.62,0,-1,20.94,0,-1,21.47,0,-3,ARL,0
